,intersection,text_blob,latitude,longitude,zip,city
55,colfax-ivanhoe,yolo rum you only leave once original myxed up creations studio home of myxed up media private office lofty expectation llc e colfax ave studio of yolo rum yolo podcast back to the digital yolo rum azul yolo rum razz yolo rum you only live once enjoy responsibly yolo rum yummy private office taxes tax service bookkeeping irs efile copias closed open mouna hair braiding beauty supply mouna hair braiding beauty supply open liquor liquor open coors light monaco 2 shots in every can get some yolo rum fireball whisky budweiser jose cuervo jose cuervo 21 recreational marijuana dispensary 1 hr parking 8am 6pm sun hol exc no parking any time tow away zone cash paid for old motorcycle dead or alive smile youre on camera private parking sas pure marijuana dispensary 8am midnight everyday 21 only private parking denver auto and paint famous pizza subs subs salads calzones wings gyros smile youre on camera no parking any time tow away zone office freaky tattoos piercings tattoo piercing piercing pipes abyssinia ethiopian restaurant restauraunt and lounge botnica yerbera el secreto universal wwwtuvidaespiritualcom e colfax abyssinia ethiopian restaurant open open serving the denver metro area fast effective and always advanced advanced locksmith automotive commercial residential phoencan kebab phoencan kebab denver mediterranean cuisine delicious mediterranean cuisine we are clean safe we buy junk cars junk removal scrubbles selfservice car wash mastercard visa american express discover contactless touchfree payments spot free rinse office denver auto body exit only clearance 83 peloton live studio fitness from the comfort of home street sweeping p this side 3rd wednesday apr thru nov 8am 5pm tow away zone no parking any time tow away zone street sweeping p this side 3rd tuesday apr thru nov 8am 5pm tow away zone,39.74013888888889,-104.92169444444446,,denver
56,colfax-logan,tycoon ramen sushi happy hr menus fork and spoon denver drug and liquor store cold beer spirits buy and sell bitcoin corona jerrys record exchnage satellite bar come in and grab a per sierra nevada brewingco capitol hill books new house hotel denvers best burger city grille for sale 303 832 1092 danks a lot anti genius league road work ahead tasty thai cathedral basilica fork and spoon open,39.740027777777776,-104.98236111111112,80203.0,denver
57,colfax-moline,moline corner store coffee phone cards donuts tarjetas telefonicas envio de dinero milk cigarrettes leche cigarros money orders hielo metro by tmobile cash 4 gold tacos el zacatecano milanesa de pollo menudo tacos tortas burritos sopes tripas lengua chorizo gold center compramos we loan jewlery guns tvs tacos jalapa risas dental braces el mercado de colorado tacos produce panderia tortilleria carnerceria crystal gas we are open peoples pawn and jewlery compramos ora taxes insurance masajes tortas tacos y burritos pawn shop bienvenidos a la cascada agencia de empleados en hoteleria go america storewide sale,39.74019444444445,-104.85411111111111,80220.0,denver
58,colfax-pennsylvannia,time offline bargain house tasty thai theride nob hill inn dumans jonnys market the great wall mcdonalds buddies charity beer bust la abeja resteraunt wings and things marthas beauty salon jacks market cityvet car crash attorney sweat hot yoga sculpt cycling bourbon grill rental sales dumans custom tailoring formal wear uniforms no parking great wall chinese food la abeja restaurant cos tortas buddies charity beer bust mcdonalds coors light private property loading only,39.740027777777776,-104.98108333333333,80203.0,denver
59,colfax-quebec,crossfit park hill junk removal free estimates we buy junk cars abass hair supply hair supplies coin laundry coin laundy roadside service jamaican jerk rasta gold chicken house buffalo style jalapeno rings fried green tomatoes u dirty it we clean it laundromat private propery no trespassing buffalo bills wings and things alignment and tires cash paid for old motorcycles dead or alive,39.74016666666667,-104.90347222222223,80220.0,denver
60,colfax-quitman,tobins liquor liquor tobins liquor jose cuervo especial fireball whisky available cold the macallan fat tire michelob ultra low car light beer odell high noon open warning security cameras in use riki cutwater real spirits real cocktails budlight bud light baby kids food that goes the distance little spoon littlespooncom outfront savmore auot sales 8920633 4120 savmore auto sales no parking any time tow away zone buses only business access the ride m mcdonalds detour sidewalk closed no parking any time tow away zone street sweeping p this side 2nd tuesday april thru nov 8am 5pm tow away zone welcome amazing moves 1 hr parking 8am 6pm sun hol excl street sweeping p this side 2nd wednesday apr thru nov 8am 5pm tow away zone citywide speed limit 20 unless otherwise posted quitman st street sweeping p this side 2nd wednesday apr thru nov 8am 5pm tow away zone no parking any time tow away zone w colfax ave 1500 n one way no parking any time tow away zone no loitering soliciting trespassing stop west colfax downtown 33 slaons lake park 02 lakewood gulch 03 atd adoptaspot keep denver beautiful program adopted by the romerojones family denver health sloans lake primary care center walk ride roll support local businesses during construction denver health please use main entrance notice no trespassing the ride notice honey bucket perry st station honey bucket honey bucket welcome m no parking any time no smoking warning 24hour surveillance p short term drop off only no smoking street sweeping p this side 3rd wednesday apr thru nov 8am 5pm tow away zone no parking any time tow away zone notice notice no trespassing loitering soliciting on this property street sweeping p this side 3rd wednesday apr thru nov 8am 5pm tow away zone no parking any time tow away zone delivery kroger order groceries on line proudly serving king soopers kroger delivery proudly serving king soopers order groceries no parking any time tow away zone no trespassing no litering trespassing do not enter one way harmony apts 1545 quitman street sweeping p this side 3rd tuesday apr thru nov 8am 5pm tow away zone no parking any time tow away zone street sweeping p this side 3rd wednesday apr thru nov 8am 5pm tow away zone no parking any time tow away zone road work ahead passenger loading only all times 20 minute parking loading and unloading only illegally parked vehicles will be towed at vehicle owners expense and srisk fdc no parking loading zone,39.74041666666667,-105.04052777777778,80204.0,denver
61,colfax-vrain,coffee cocktails cocktails coffee cocktails coffee side pony colfax ave vrain st no parking any time frie lane tow away zone do not enter 96 clearance no parking any time tow away zone street sweeping p this side 3rd wednesday apr thru nov 8 am 5 pm tow away zone circa west street sweeping no parking 2 am 6 am tow away zone 2 hr parkiing 8 am 6 pm sat sun hol exc no parking any time tow awawy zone side pony duality duality get on your tread highintensity treadmill circuits worldclass training equiptment get on your mat matbased resistence and cardio training power vinyasa yoga original glam beauty iv lounge colfax ave 4653 w colfax ave botox filler facials laser therapy iv therapy og golden smiles sloans lake invisalign provider brothers bbq street sweeping no parking 2 am 6 am tow away zone 2hr parking 8 am 6 pm sat sun hol exc ramos law official injury law firm partner of broncos country advanced auto parts street sweeping no parking 2 am 6 am tow away zone 2hr parking 8 am 6 pm sat sun hol exc no parking any time tow away zone vrain st circa west loading only all times no parking any time tow away zone street sweeping p this side 2nd wednesday apr thru nov 8am 5pm tow away zone citywide speed limit 20 unless otherwise posted street sweeping p this side 2nd wednesday apr thru nov 8am 5pm tow away zone no parking any time tow away zone street sweeping p this side 2nd tuesday april thru nov 8am 5pm tow away zone a1 plumbing complete plumbing services outfront get prepped for allyear comfort xcel energy for sale goodman commercial brokerage management wwwgoodmancommrecom mark goodman drew goodman only growth tattoo piercing 4500 w colfax reserved parking employees only reserved parking employees only levis auto sales levisautosalescom park here for little man ice cream,39.74030555555556,-105.04630555555555,80204.0,denver
62,colfax-yosemite,tacos sos alcapuloulco tacos y pupusas no tresspassing closed la rue motel tv kitchen office room for rent come in do not tresspass injured the wilhite law firm were hiring apply at carrersautozonecom autozone millitary discount save 15 batteries starting at 7999 oil filter starting at 2999 biltmore motel low rates free movies clean rooms noise ordenance enforced 777 corner mart smoke rgk right on the money no trespassing thank you for your buissness thank you for your buissness thank you for your buissness now leasing 12345 bedroom apartments archway colfax and yosimite st stop,39.74019444444445,-104.8846388888889,80010.0,aurora
63,cottonwood-parker,tmobile driver license essential pet snarfs king soopers parker road cottonwood xfinity trader joes crown point whole foods att raising canes sportsmans mattress firm insurance sarms stride edible arrangements pharamacy wells fargo,39.55866666666667,-104.78,80134.0,parker
65,countyline-holly,car wash car wash mc donalds big bills ny pizza m 911 the day of giving open wild basil asian restraunt los dos portrillos mexican restruant tae kwon doe diseipline coneidece 7205321538 handicap parking only focus open a clip above lifechurch south denver,39.56608333333333,-104.92308333333334,80122.0,centennial
67,crestline-wadsworth,olive garden 2nd and charles fontana sushi top rated tj maxx total wine and more city buffet crumbl peak kia schomp nissan wendys peak honda world sams club circle k gyros and grill lenscrafters rice n roll frenzi dillards bounce and play starbucks coffee target super center bmo bank goodtimes burgers frozen custard exit only flavored lemonades featured burger made with two real eggs beer battered onion rings banana shakes 85000901 000000 goodtimes now hiring open availability 1300 boston market rotisserie chicken curbside pickup best buy geek squad no parking the home depot westlake greens luxury apartment homes leasing office wwwwestlakegreensaptscom bears car wash detail center bone fish grill handicapped parking only petco grooming ski snowboard bike epic mountain gear denver mattress lc liquor avis budget angelic nails wingstop happy pho the shay studio,39.61836111111111,-105.09122222222221,,littleton
68,dartmoth-stuart,dartmouth ave bear creek park no stopping any time tow away zone school speed limit 20 700 to 900 am 200 to 400 pm school holidays excepted passenger loading only all 7 am to 5 pm sabin world school d22 no parking any time tow away zone one sylvia blanchard,39.65886111111111,-105.04438888888889,80236.0,denver
69,drycreek-broadway,dry creek boardroom bradley bradley sinclair unleaded 206 littleton village broadway dinocare stinker courtesy acura service used cars a acura cubesmart self storage we sell boxes a1 a2 a3 a4 a5 a6 a b the y ymca littleton family ymca 11 w dry creek ct,39.58063888888889,-104.98847222222223,80122.0,littleton
70,drycreek-university,arapahoe high school boys lacrosse playoffs papa murphys take n bake pizza come on in were open udom thai no smoking little georges mexican restauraunt live music roberts happy spring happy hour daily 36 pm margaritas open supplement giant lean kitchen company delicious meals for onthego no added sugar no preservatives never frozen stay on track meal lean options open massage walk ins welcome cloud bar smokes and vapes open daily monday saturday 900 am 1100 pm star tailor and cleaners european tailoring house goods cleaning special nails full service for men and women the bball games social house arc thrift store rolling smoke bbq dry creek liquors liquor sunday cakeheads jj jimmy johns free smells sushi open mochinut more than just a donut yeild dollar tree planet fitness liquor store hair and nail salon blackjack pizza barber shop chineese resturant pro vision eyecare taku sushi university towne center adoptastreet burger king white lotus tattoo gold rush we buy gold silver and diamonds cherrywood tailor tailor wedding dress dry creek walk ins welcome j b building company provision eye care eddy najar od hexing garden chinese restauraunt in essence nails and hair star and sitara beauty salon brow lash skincare walkins welcome nails and spa liberty morgatge group common sense lending dollar tree unit 101 fit kitchen cakeheads cake love the taste love the love larkburger space for lease free smells stop,39.58066666666667,-104.96036111111111,80122.0,centennial
72,easter-havana,10601 trucks entering and exiting new horizen academy havana easter new horizen academy do not enter speed limit 35 speed limit 45 top golf sidewalk closed ahead 320 for lease rampart center inova dry creak road work ahead embasy suits stop 3033282056,39.587805555555555,-104.86680555555554,80012.0,centennial
73,ellsworth-steele,macys steel st ellsworth ave turning vehicals to only stop here on red speed limit 20 bmo cherry creek parking east deck valet macys furniture gallery the container store,39.71627777777778,-104.94988888888889,,denver
74,evans-federal,federal evans burger king tmobile sinclair philips 66 fred loya insurance wendys dinocare chase wing stop nails supplies hunt brothers pizza atm subway top line metro by tmoblie atlantic dental right lane ends whole child compass academy,39.678666666666665,-105.02505555555555,,sheridan
75,evans-sheridan,broncos tire shop tires used new tune up oil change and brakes dentistry surgery boarding free vaccinations bear valley super 99 cents com nha kitchan and bar el gallito restaurant harvey nutrition panaderia oasis green tree massage el lucero restaurant fancy cuts exdo taqueria gallito mexican food uptown nutrition chiropractor dr peter and c so insurance in out car wash blue lotus,39.67916666666667,-105.05324999999999,,sheridan
77,fairmontcemetary-quebec,quebec st the ride lawrence fence,39.70688888888889,-104.90347222222223,80224.0,denver
78,florida-federal,federal uper ave federal village vs liquors dollar general florida conoco 7 eleven churches chicken vpower road work ahead ideas noelias estilias right lane must turn right road work ahead lone star environmental llc liquor signs paleteria cuautemoc se solicita estilista,39.689499999999995,-105.02502777777778,,sheridan
80,gill-utica,street sweeping p this side 3rd friday april thru nov 8am 5pm tow away zone for sale rober l city and county of denver no trash dip street sweeping p this side 3rd thursday april thru nov 8am 5pm tow away zone stop hemp street sweeping p this side wenesday april thru nov 8am 5pm tow away zone street sweeping p this side 3 hurs ay april thru nov 8 am 5 pm tow away zone street sweeping tuesday april thru nov 8 am 5pm,39.70688888888889,-104.90347222222223,80219.0,denver
81,girton-wadsworth,girton ave common spirit emergency and urgent care natural grocers,39.65580555555555,-105.08127777777777,,lakewood
82,jewell-federal,mcdonalds ponchos comfort dental breakfast lunch dinner bud licking boldness coin laundrylavanderia dominos large 3toppings for 799 cigarettes conveniance store denver ink commercial and residential contractors estlistas latinas aob massage big o tires viva taxes more tires wheels alignment,39.68230555555555,-105.02508333333333,,sheridan
83,jewell-garrison,propane fast fill fast pay now hiring delivery drivers coca cola,39.68216666666667,-105.10024999999999,,lakewood
84,jordan-hess,hess jordan horse creek mac scd corp public notice right lane must turn right adoptastreet program cristine josh murphy right lane closed ahead truckers engine compression brake use prohibbited speed limit 45 pods moving storage,39.492916666666666,-104.79383333333332,,parker
85,kencaryl-simms,malloys bar and grill starbucks meadows plaza open space and park tu casa mexicana restaurant chatfield senior high heritage multi use methodist church hot tub outlet chatfield eye care basler services maxson engineering usps atm baseball field tennis courts mountains golf course veterans monument shaffer elementary school las dalias family mexican restaurant asian chefs,39.58088888888889,-105.12908333333333,,littleton
86,kencaryl-wadsworth,columbine church of christ certa pro painters rasco right lane must turn right only lane kencaryl ranch metro district kencaryl sledding hill stony creek condominium lexington village care now urgent care powderhorn select physical therapy cobblestone car wash kencaryl equestrian center lennar at kencaryl ranch kencaryl community center kohls dakota station pines at marston lake first watch the ride speed limit 40 you just proved these signs work 8006616088 creativeoutdoorcom s zephyr ct 7800 w w ken caryl ave 7500 s columbine west beecause signs work 8006616088 creativeoutdoorcom do not enter wrong way speed limit 55 now selling new home co lennar new homes new homes toll brothers right lane must turn right right lane must turn right speed limit 40 columbine meadows speed limit 55 columbine church of christ columbine church of christ no parking fire lane,39.58069444444445,-105.08711111111111,,littleton
87,kentucky-federal,kentucky federal endurance plumbing pho duy vegetarian foods pho duy resturaunt noodle soup noodle grill vegetarian foods lilys breakfast tacos salsas fred loya insurance sams corner store hoongs kitchen 7 eleven latin tax service tacos y salsas 3 fashion time insurance heang plaza tri ocean seafood market,39.70041666666667,-105.02511111111112,,sheridan
88,kentucky-logan,s logan st kentucky ave stop road closed to thru traffic,39.70027777777778,-104.98280555555556,,denver
89,leetsdale-holly,leetsdale dr holly st midwestone bank 24 hour atm drive up banking deli bakery quickspex same day prescription eyeglasses icelandic fitness floral decor event design newberry brothers holly nails french pastries barber shop pawtential pet salon mile hi cycles shoeluggage repair school of rock ramos law medical doctor attorney not your average joe,39.70730555555556,-104.92225,80246.0,denver
90,leetsdale-monaco,monaco st pkwy leetsdale dr turning vehicles golden line auto llc buy sell trade finance we want your trades open 1 trusted news theepochtimescom pnc bank conoco 7 eleven metro by t mobile vida nails teriyaki floyds barbershop massage taxes envios mama africa caf cremation,39.70291666666667,-104.91286111111111,80224.0,denver
91,leetsdale-quebec,leetsdale dr quebec st left on green arrow only truck route now selling century communities east virginia village new townhomes the hudson at high line hudsondenvercom burger king burger king 5 whopper jr duo the hudson at high line walgreens drive thru pharmacy denver law speed limit 20 mph except as posted walgreens pharmacy speed limit 40 end leetsdale dr,39.698499999999996,-104.90352777777778,80224.0,denver
92,lehigh-parker,pet place vet clinic einstein bros cassa vartilla east bank sc furniture row denver mattress nature box pet emporium bluesky auto sales adventure cycling monroes art studio shop creek no mow worries lawn care twisted egg on the way masters danewood sagebrush elementary school windsor meadow hills apartments e quincy ave adventure town childcare mama josie grease monkey,39.647305555555555,-104.82888888888888,,denver
93,littleton-delaware,dickerson family market farmers market good fellas highway clayton elementary sprouts williams jewlerys five guys alvarados mexican food black eyes pea starbucks tacobelle better cars exptic birds of denver pnc bank lucky u motel quincy cleaners subway crown auto banisters flowers best wax and lash,39.61327777777778,-104.99316666666667,,littleton
94,littleton-windemere,littleton museum bacon social house cherry cricket littleton bible chapel romanos pizzarra gyros town littleton brewing company life center littleton charging station tellabs arapahoe county court north school depot art gallery los compitas mommas kitchen harmony spa silverlight ballroom vent salon amen cleaning bemis public library littleton immigrant resource center,39.61325,-105.0068611111111,,littleton
95,lowry-quebec,torchys tacos now opening at 8am chewys target chase dreamlab torchys torchys,39.717083333333335,-104.90369444444445,,denver
96,main-curtice,caffee terracotta curtice village true find boutique born2bake smokin fins panzeys spices true tailor kates wine bar 5280 crystals executive barber united states postal service dirt coffee bar view house nationwide market service evergreen motel mcdonalds mobil pro auto care snarfs sandwiches melting pot littleton crossing apartments,39.61372222222222,-105.01841666666667,,littleton
97,main-prince,mango tree coffee smokin fins main street antiquara inside scoop creamery giggleblossom boutique elsewear collective four paws holistic therapy brothers construction mi tea ross lynch home improvement store intea playa bowls tease hair salon the alley denver beer co littleton black hous tavern makeup by heather b littleton cleaners reinke brothers famous amos tacos,39.61372222222222,-105.01622222222223,,littleton
98,mainstreet-pine,road work ahead douglas county library downtown right lane must turn right parker town hall pace center jeff toborg south metro fire station 41 mainstreet pine,39.518388888888886,-104.75361111111111,,parker
99,mexico-federal,cosmo beauty academy for lease 7202186034 lash brows mexico federal united beauty college united beauty college cosmo yard sale stop 1701 family practice san antonio medical center monclova law sunrise realty financing sunrise lending llc van phong bao hiem insurance seguros phat tran llc tax immigration services speed limit 40 school zone fines doubled 6am to 9pm,39.68594444444444,-105.02502777777778,,sheridan
100,mississippi-havana,good times burgers frozen custard suns out buns out bbq bacon burger baskin robins belco pilling 66 red carpet 20 precent off brakes plus we do it all,39.696555555555555,-104.86602777777777,80012.0,denver
101,mississippi-peoria,walgreens right lane must turn right shotokan karate dojo american shotokan karate federation colorado open s peoria st turning vehicles e mississippi ave powderhorn square meskerem restaurant liquor fade n shave barbershop cricket village east grocery tobaccocigarettes accessories cigarrospurostarjetas telefonicas meskerem bar restaurant burger king flame grilling since 1954 safeway,39.696638888888884,-104.84713888888888,80010.0,aurora
102,mississippi-sheridan,sheridan mississippi quicktrip uhaul center uhaul center one way marlboro 7 eleven firsr cash pawn webuyanycarcom frank azar fired cannabis fired cannabis lakewood speed limit 20 mph unless as posted tamale kitchen tamale kitchen speed limit 35 harts corner mississippi ave liquor store liquor tamales moreno mexican food,39.696888888888886,-105.05324999999999,,sheridan
103,montview-dayton,dayton st montview blvd mercado azteca sper carniceria abierto todos los dias tacos y burritos sinclair plumbing heating tacos gorditas burritos tortas desayunos quesadillas rico menudo sabado y domingo masons dumpling shop bar el atoron tr liquors dollar party daisy coin laundry liquors coca cola dinocare high preformance gasoline welcome home finish what you started open every day,39.74744444444445,-104.87527777777777,80010.0,aurora
104,morrison-wadsworth,innovage allinclusive care for the elderly age independently in your own home innovage innovage morrison rd alpine dental arts venture resources inc healthworx allstate novak insurance services zen den therapies rc basement highland tattoo sacred roots massage dennis sullivan state farm edward jones investmeents sotiros sotiros llc certified public accountants eagle point 2225 s wadsworth p right lane must turn right no construction traffic westwoods community church morrison road next signal sweet spot for a message creative outdoorcom the ride leased managed by hartford the mansion office complex accessaride no right turn on red healthworx touchstone dental and implants,39.67494444444444,-105.08147222222222,,lakewood
105,oxford-broadway,paintless dent repair denver dents body shop oxford one stop motors 3037614202 credit unions bank financing buy sell trade pizza hut 3037628000 donations goodwill retail donations goodwill retial location and donation center safari car wash azar denver music institute lessions rehersals workshops 3037880303 private and virtual lessions urban treasures counciling center of the rockies 4195 s broadway counciling center of the rockies 3038060933 counselingcenteroftherockiescom poologic no problems only solutions pool and spa service island motors inc buy sell trade buy here pay here 4169 we finance anyone se hable espaol 4171 box brothers boxes packaging shipping 3037897647 wwwboxbroscom used new boxes ups fedex dhl we ship furniture custom packaging crating free delivery min order box brothers we sell moving boxes 3037897647 box bros 4165 penske truck rental penske truck rental wwwgopenskecom 18002220277 now accepting guns pawn buy sell fat cah pawn fat cah fat cah pawn gold center 2 hr parking 9 am 5 pm sat sun hol excluded no parking sign 2144 112 365 737 reserved parking handicaped advertise here 3034318300 op outdoor the ride stop 12573 englewood massage massage open massage 4111 7203130995 a1 4109 plusmas su tienda vecina 7209236910 drinks chips bread vitamins and much more beoidas golosinas pan vitimans y mucho ms cake crafts cake decorating candy making supplies the candys hat 4105 4105 cake crafts monday 104 tuesday friday 106 saturday 104 sunday closed 3037611522 parking in rear pull comiclean open parking on the back cake crafts denvers cake candy cookie and baking supply store cakecraftsdenvercom parking behind in alley bill smith plumbing heating 3037817856 4101 the house of water heating bill smith est 1956 plumbing heating 363 901 2344132 bill smith plumbing heating 3037817856 32 the house of water heaters plumbing repair remodel drain cleaning 303 7817856 bike lane begins no trucks over 7000 lbs empty wt 7pm 6 am vapor red star vapor left tuen only broadway 000 4085 4073 100 service inc 3039336054 heating cooling pipe repair 4061 stg speciality services custom interior and extereior cionstruction wwwstgspecialityservicescom 4055 s broadway,39.64222222222222,-104.98788888888889,80113.0,englewood
106,parker-hess,do not enter nails bar fuzzys taco shop jersey mikes pine bluffs drive thru orange theory orange theory starbucks advanced auto parts breakes pluss 20260711 000000 sinclair hess parker county meadows square discount tire wrong way scissors scotch mugi ramen poke hess rd invisible sally jobe level up orthodontics jersey mikes subs robeks juice pine bluffs fuzzys taco shop south parker er health one wrong way yield pizzeria drive thru behavioral innovations inta juive liquor statefarm casa mata cuts for kids 327 conoco town of parker adoptastreet program one way trucks use next entrance service street breaks service detour right lane must turn right,39.49308333333333,-104.76030555555556,80134.0,parker
107,parker-lincoln,lincoln ave parker rd dunkin donuts walgreens att murdochs skyzone tokyo joes wingstop ritas ice cream tsg auto mykids dentist yeild triple aaa pharmacy 24hr inspire animal hospital napa lady janes uhaul lincoln ave parker rd tsg auto mattress kingdom elite retailer outdoor kitchen showroom thermador appliance factory fine lines north 83 starbucks coffee drive thru available tanner gun show douglas county fairgrounds parker modern dentistry now open saturdays 59 my kids dentist orthodontics new patients speed limit 40 available walgreens pharmacy 24 hr wingstop ritas parker f45strainingcomparker coming soon golden triangle italian ice frozen custard uptown denver centennial east foodservice equipment service legacy hills church,39.53711111111111,-104.76805555555555,80134.0,parker
108,parker-mainstreet,worthy ranch stables private drive no trespassing for rent mobile home road work ahead trevey commerical right lane must turn right grace lutherin missouri synod lennar newlin crossing stop yeild douglas county schools stadium chambers tree city usa welcome to parker newlin gulch kneaders bakery cafe bok finacail braucher chase fountainhead a driving school mcdonalds end fines double in work zones stbank wells fargo tacobell nails optical inner strength pilates 45 speed limit land title banking lending investing atm the corriere group adoptastreet program town of parker redbull brauchler for district attorney the ride john carson stretch lab friends crossroads alink dancing noodle thia,39.51886111111111,-104.76508333333334,80138.0,parker
109,parker-pine,in n out pine parker spa brokers golf carts murphy usa dial 511 slim chickens ee dance cleaners tailors chirpropractor mildhigh harley davinson trevey commercial uhaul state farm smoker friendly 20 mile taphouse antiques for sale spas fireplaces saunas swim spas awaken chiropractic calla lane lees tailor alterations locker room cleaners lets get you into hot water golf carts milehigh harley davidson state farm auto home life health bank business financial services smoker friendly check into cash pine lane future commercial development space available kamen realty,39.500305555555556,-104.76186111111112,80134.0,parker
110,parker-woodman,right lane only use crosswalk do not enter costco wholesale yield loaf n jug stateserv medical denver intl airport second right tollway exit 45 mph colo spgs limon 14 mile exit only speed limit 45 trader joes trader joes paris baguette orthodontics zao asian cafe cottonwood drive next signal mattressfirm,39.55455555555555,-104.77780555555556,,aurora
111,princeton-chambers,anne sandovol insuracnce agency state farm mission viejo holy love luthueran church chambers e chambers sunday service holy love luthueran church kindergarten and preschool upk provider colorado shaders private christian education serving ages 36 director stephanie optical gallery salon,39.64033333333333,-104.81027777777777,,aurora
112,quebec-iliff,e evans ave s quebec st e iliff ave right lane must turn right wing slingers romantix adult store turn right in 100 feet nara hookah lounge golden meds romantix tacoss liquors food gas conoco el jakalito carniceria panaderia abarrotes frutas y verduras massage ny salon barbers pawn king king of shawarma and kabob,39.67661111111111,-104.90358333333334,80224.0,denver
113,quincy-broadway,dip yamaha home theater parasound open marantz finest in stereo home theater pro demo sale 20 to 50 off 210 year warranty gold sound fine audio home theatre gold sound since 1976 home theater stereo pro audio video new guaranteed used wwwgoldsoundnet gold sound since 1976 home pro commercial speakers electronics 4285 s broadway,39.63858333333333,-104.98780555555555,80113.0,englewood
114,tennessee-federal,novacane tony pho miracle touch kim son jewelers gio cha cali vanguardin millenium trenz wineless denvers smokesvapes asia center golden pho grill united insurance group hairdo bale sandwhich lollicup hong kong barbecue advanced r pharmacy golden eye optical mile high western wear saigon supermarket the kasual hair salon pho 555,39.698611111111106,-105.02508333333333,,sheridan
115,tufts-broadway,lucky u motel 4575 office ace hardware welcome weber ace the helpful place ace the helpful place we fill propane outdoor living flamable no smoking tufts av w 4600 s 7 eleven conoco regular 319 910 diesel 329 910 7 eleven fedex conoco 359561 discount liquor open 1799 liquor open 8am to 12am pnc bank pnc bank 493 480 all colorado radon free testing 7207624556 pro tax 3037613348 4626 pro tax outfront back with a splash this summer denver zoo conservation alliance get tickets 2154 outfront injured get paid genco injury attorneys quincy cleaners one hour service open quincy cleaners e fluf fyour p ow s o pen 7 to 6 drive up cherrelyn animal hospital 4690 4690 cherrelyn animal hospital full service boarding 12606 stop momentum of denver m momentun of denver 7207280000 wwwmomentumofdenvercom subway bigrefresh now hr ing subway 4696 circle k unleaded credit 319 910 diesel 329 910 readyice circle k denver crown auto 7203002223 4530 crown auto speed limit 35 2 hr parking 9 am5 pm sat sun hol excluded 469 989 denver crown auto no soliciting 4520 2 hr parking 9 am5 pm sat sun hol excluded 443 15 warren associates inc of colorado pinpoint systems inc pinpoint systems inc all american reptile plant show april 26th 27th join ed emily with snake discovery douglas county fairgrounds denverreptileshowcom deadly deadly dont drive distracted eyes forward nhtsa milwaulkee ace dewalt warning 24hour surveillance speed limit 25 one way,39.63313888888889,-104.98786111111112,80113.0,englewood
116,victorian-mainstreet,park sixty four no parking any time 2 hour parking private property no public parking allowed do not enter psrker montessori now enrolling parker station obrien lot notice kilwins art framing black haus tavern mainstreet victorian tailgate parker garage h20brien pool bud light parker central storie insurance agency all eyes on u blackhaus tavern kilkwinsfudgechocholatesice creamcaramels tailagte tavern and grill art framing beautiful art gallery reserved 20 mile centeral customertenant parking only caution please use front entry when its cold damp wet or snowy these steps may be slick las delicas 4 mexican resturant colorado shaving company est 2020 2 hour parking only curbside delivery or pick up only the local 5 minute parking only welcome to down town parker fika coffe house petit parker kidsbaby no parking sundays 3am7am no parking any times road work sign parker station proffesionsal offices fidelity national title town country village parker garage wild iris salon mainstreet properties tripp associates llc real estate visit the alley book shoppe moving memories mainstreet dental la petite creperie frozen yougurt indochine spice kitchen mainsteet salon suites ameriprise financial obrien park and pool public parking victorian dr brown and taylor law osgood team real estate the school house pace center libarary chicago title studio mainstreet salisbury park field house baskin robin 2hr parking,39.51811111111111,-104.7598888888889,80138.0,parker
117,yale-wadsworth,lazboy stanley steemer wild birds unlimited,39.66777777777777,-105.08147222222222,,lakewood
